날짜,요일,월,분기,카테고리,제품명,판매수량,단가,할인율,판매가격,매출액,원가,이익,마케팅_캠페인
2023-01-01,일,1,1,유제품,치즈,22,7092,0,7092.0,156024.0,77294.45225370303,78729.54774629697,없음
2023-01-01,일,1,1,유제품,요거트,57,4175,0,4175.0,237975.0,120360.77207583716,117614.22792416284,없음
2023-01-01,일,1,1,유제품,버터,15,6244,0,6244.0,93660.0,51086.75253524471,42573.24746475529,없음
2023-01-01,일,1,1,유제품,크림,51,3498,0,3498.0,178398.0,80366.03560246994,98031.96439753006,없음
2023-01-01,일,1,1,베이커리,식빵,57,2853,0,2853.0,162621.0,112458.0522222496,50162.94777775041,없음
2023-01-01,일,1,1,베이커리,크로와상,27,2636,0,2636.0,71172.0,34550.60029974994,36621.39970025006,없음
2023-01-01,일,1,1,베이커리,베이글,40,1854,0,1854.0,74160.0,35863.32653633613,38296.67346366387,없음
2023-01-01,일,1,1,베이커리,머핀,58,2707,0,2707.0,157006.0,83893.79306108884,73112.20693891116,없음
2023-01-01,일,1,1,베이커리,케이크,20,1202,0,1202.0,24040.0,12281.94793711485,11758.05206288515,없음
2023-01-02,월,1,1,과일,사과,19,3931,0,3931.0,74689.0,51910.86729108848,22778.132708911522,없음
2023-01-02,월,1,1,과일,바나나,20,1608,0,1608.0,32160.0,14318.122864178464,17841.877135821538,없음
2023-01-02,월,1,1,과일,오렌지,13,3811,0,3811.0,49543.0,29887.771353625656,19655.228646374344,없음
2023-01-02,월,1,1,과일,딸기,25,4219,0,4219.0,105475.0,62604.88002053102,42870.11997946898,없음
2023-01-02,월,1,1,과일,포도,33,3919,0,3919.0,129327.0,57066.351343070666,72260.64865692933,없음
2023-01-02,월,1,1,과일,수박,26,2438,0,2438.0,63388.0,42039.03607963409,21348.96392036591,없음
2023-01-02,월,1,1,과일,멜론,30,1623,0,1623.0,48690.0,27585.818255033344,21104.181744966656,없음
2023-01-02,월,1,1,채소,양파,16,952,0,952.0,15232.0,10207.350354013553,5024.649645986447,온라인 광고
2023-01-02,월,1,1,채소,감자,19,2755,0,2755.0,52345.0,35025.77096716529,17319.229032834708,없음
2023-01-02,월,1,1,채소,당근,38,1127,0,1127.0,42826.0,18211.41344226339,24614.58655773661,없음
2023-01-02,월,1,1,채소,토마토,18,753,0,753.0,13554.0,5458.99705128354,8095.00294871646,없음
2023-01-02,월,1,1,채소,오이,27,2419,0,2419.0,65313.0,32108.468943202013,33204.53105679799,없음
2023-01-02,월,1,1,채소,상추,11,2204,0,2204.0,24244.0,10977.139547772867,13266.860452227133,없음
2023-01-02,월,1,1,채소,시금치,12,2027,0,2027.0,24324.0,14470.101190927333,9853.898809072667,없음
2023-01-02,월,1,1,육류,소고기,14,15927,0,15927.0,222978.0,95457.42371423173,127520.57628576827,없음
2023-01-02,월,1,1,육류,돼지고기,27,19373,0,19373.0,523071.0,362837.5398812301,160233.4601187699,없음
2023-01-02,월,1,1,육류,닭고기,19,9893,0,9893.0,187967.0,111564.24309523974,76402.75690476026,없음
2023-01-02,월,1,1,육류,양고기,45,17946,0,17946.0,807570.0,461608.029346608,345961.970653392,없음
2023-01-02,월,1,1,육류,오리고기,33,6069,0,6069.0,200277.0,135078.68864405423,65198.31135594577,온라인 광고
2023-01-02,월,1,1,해산물,연어,67,6420,0,6420.0,430140.0,227309.73886716287,202830.26113283713,없음
2023-01-02,월,1,1,해산물,참치,89,3190,0,3190.0,283910.0,139601.13222374715,144308.86777625285,시즌 특별전
2023-01-02,월,1,1,해산물,새우,59,11319,0,11319.0,667821.0,341794.83488088456,326026.16511911544,포인트 적립
2023-01-02,월,1,1,해산물,오징어,85,5733,27,4185.09,355732.65,207926.5051568539,147806.14484314612,할인 프로모션
2023-01-02,월,1,1,해산물,조개,36,13729,0,13729.0,494244.0,327788.5129685881,166455.4870314119,없음
2023-01-02,월,1,1,해산물,게,40,10343,16,8688.119999999999,347524.79999999993,169619.0540878947,177905.74591210522,할인 프로모션
2023-01-02,월,1,1,유제품,우유,56,2024,16,1700.1599999999999,95208.95999999999,52408.23745206653,42800.72254793346,할인 프로모션
2023-01-02,월,1,1,유제품,치즈,31,5995,0,5995.0,185845.0,77168.52329530503,108676.47670469497,없음
2023-01-02,월,1,1,유제품,요거트,33,7419,0,7419.0,244827.0,140404.3776239011,104422.62237609891,없음
2023-01-02,월,1,1,유제품,버터,26,4761,0,4761.0,123786.0,60155.33863078555,63630.66136921445,없음
2023-01-02,월,1,1,유제품,크림,25,5354,0,5354.0,133850.0,68003.45520586926,65846.54479413074,없음
2023-01-02,월,1,1,베이커리,식빵,50,4051,0,4051.0,202550.0,139673.5274736951,62876.47252630489,없음
2023-01-02,월,1,1,베이커리,크로와상,39,5142,0,5142.0,200538.0,122298.83391684944,78239.16608315056,없음
2023-01-02,월,1,1,베이커리,베이글,58,1635,0,1635.0,94830.0,58261.51611881545,36568.48388118455,없음
2023-01-02,월,1,1,베이커리,머핀,25,4675,0,4675.0,116875.0,72837.99517015649,44037.004829843514,없음
2023-01-02,월,1,1,베이커리,케이크,41,3838,0,3838.0,157358.0,83162.81274428764,74195.18725571236,없음
2023-01-03,화,1,1,과일,사과,14,1512,0,1512.0,21168.0,11276.313599684407,9891.686400315593,없음
2023-01-03,화,1,1,과일,바나나,35,1487,0,1487.0,52045.0,35410.59564746355,16634.404352536447,없음
2023-01-03,화,1,1,과일,오렌지,13,2470,0,2470.0,32110.0,17040.837032964122,15069.162967035878,시즌 특별전
2023-01-03,화,1,1,과일,딸기,27,2679,0,2679.0,72333.0,32375.81204919729,39957.187950802705,없음
2023-01-03,화,1,1,과일,포도,20,2092,0,2092.0,41840.0,17917.858516746965,23922.141483253035,없음
2023-01-03,화,1,1,과일,수박,40,2227,0,2227.0,89080.0,36090.6132853517,52989.3867146483,포인트 적립
2023-01-03,화,1,1,과일,멜론,27,2312,0,2312.0,62424.0,33671.63942968269,28752.36057031731,없음
2023-01-03,화,1,1,채소,양파,48,2989,0,2989.0,143472.0,78954.35826752703,64517.64173247297,없음
2023-01-03,화,1,1,채소,감자,14,835,0,835.0,11690.0,6928.964408669548,4761.035591330452,없음
2023-01-03,화,1,1,채소,당근,43,2187,0,2187.0,94041.0,56720.87642581139,37320.12357418861,없음
2023-01-03,화,1,1,채소,토마토,43,2136,0,2136.0,91848.0,53986.59204584677,37861.40795415323,없음
2023-01-03,화,1,1,채소,오이,17,784,0,784.0,13328.0,5608.534225419262,7719.465774580738,시즌 특별전
2023-01-03,화,1,1,채소,상추,32,1253,0,1253.0,40096.0,24254.15187607067,15841.848123929329,없음
2023-01-03,화,1,1,채소,시금치,24,2125,0,2125.0,51000.0,25611.555912802873,25388.444087197127,없음
2023-01-03,화,1,1,육류,소고기,17,14708,0,14708.0,250036.0,170273.12718921807,79762.87281078193,없음
2023-01-03,화,1,1,육류,돼지고기,53,13867,0,13867.0,734951.0,333103.2110421353,401847.7889578647,없음
2023-01-03,화,1,1,육류,닭고기,18,6122,0,6122.0,110196.0,57719.04525747947,52476.95474252053,없음
2023-01-03,화,1,1,육류,양고기,27,11806,0,11806.0,318762.0,216511.819987213,102250.180012787,없음
2023-01-03,화,1,1,육류,오리고기,49,15518,0,15518.0,760382.0,476275.0459046777,284106.9540953223,없음
2023-01-03,화,1,1,해산물,연어,86,3728,0,3728.0,320608.0,159026.3387461667,161581.6612538333,1+1 이벤트
2023-01-03,화,1,1,해산물,참치,29,10400,0,10400.0,301600.0,197289.51167776895,104310.48832223105,없음
2023-01-03,화,1,1,해산물,새우,27,7946,0,7946.0,214542.0,117549.21320090358,96992.78679909642,없음
2023-01-03,화,1,1,해산물,오징어,29,10192,0,10192.0,295568.0,167324.27113272308,128243.72886727692,없음
2023-01-03,화,1,1,해산물,조개,43,13808,0,13808.0,593744.0,257708.27799807428,336035.7220019257,없음
2023-01-03,화,1,1,해산물,게,66,10330,0,10330.0,681780.0,454277.687316286,227502.31268371397,온라인 광고
2023-01-03,화,1,1,유제품,우유,17,2453,0,2453.0,41701.0,24414.493437505418,17286.506562494582,없음
2023-01-03,화,1,1,유제품,치즈,50,7813,0,7813.0,390650.0,202745.58449102854,187904.41550897146,없음
2023-01-03,화,1,1,유제품,요거트,29,4736,0,4736.0,137344.0,64547.34291372231,72796.6570862777,없음
2023-01-03,화,1,1,유제품,버터,16,1999,0,1999.0,31984.0,15064.641770418282,16919.358229581718,없음
2023-01-03,화,1,1,유제품,크림,22,4641,0,4641.0,102102.0,62532.81492943076,39569.18507056924,온라인 광고
2023-01-03,화,1,1,베이커리,식빵,28,5186,0,5186.0,145208.0,68918.22110495398,76289.77889504602,없음
2023-01-03,화,1,1,베이커리,크로와상,27,5748,0,5748.0,155196.0,80944.12291803864,74251.87708196136,없음
2023-01-03,화,1,1,베이커리,베이글,24,2384,0,2384.0,57216.0,35660.64424910032,21555.355750899682,없음
2023-01-03,화,1,1,베이커리,머핀,14,2214,0,2214.0,30996.0,16840.575227317062,14155.424772682938,없음
2023-01-03,화,1,1,베이커리,케이크,36,1133,0,1133.0,40788.0,26130.129614790727,14657.870385209273,포인트 적립
2023-01-04,수,1,1,과일,사과,30,1079,0,1079.0,32370.0,18072.505470337055,14297.494529662945,없음
2023-01-04,수,1,1,과일,바나나,24,2682,0,2682.0,64368.0,44464.81968381905,19903.18031618095,1+1 이벤트
2023-01-04,수,1,1,과일,오렌지,19,2166,0,2166.0,41154.0,22073.454893835882,19080.545106164118,없음
2023-01-04,수,1,1,과일,딸기,13,2035,0,2035.0,26455.0,18190.74165639237,8264.258343607631,1+1 이벤트
2023-01-04,수,1,1,과일,포도,23,1667,0,1667.0,38341.0,19197.26276331411,19143.73723668589,포인트 적립
2023-01-04,수,1,1,과일,수박,28,4387,0,4387.0,122836.0,70642.59464659412,52193.40535340588,없음
2023-01-04,수,1,1,과일,멜론,26,2946,0,2946.0,76596.0,46681.31839411692,29914.68160588308,없음
2023-01-04,수,1,1,채소,양파,25,1424,0,1424.0,35600.0,15662.417137389646,19937.582862610354,없음
2023-01-04,수,1,1,채소,감자,72,755,14,649.3,46749.6,27302.914513175936,19446.685486824063,할인 프로모션
2023-01-04,수,1,1,채소,당근,12,1376,0,1376.0,16512.0,7421.3229959682485,9090.677004031751,없음
2023-01-04,수,1,1,채소,토마토,41,1762,0,1762.0,72242.0,32156.725114130324,40085.27488586967,없음
2023-01-04,수,1,1,채소,오이,28,1188,0,1188.0,33264.0,21671.449810053386,11592.550189946614,없음
2023-01-04,수,1,1,채소,상추,36,904,0,904.0,32544.0,13568.005248902331,18975.99475109767,없음
2023-01-04,수,1,1,채소,시금치,15,2168,0,2168.0,32520.0,22731.18898249302,9788.811017506981,없음
2023-01-04,수,1,1,육류,소고기,37,9178,0,9178.0,339586.0,161033.18574356966,178552.81425643034,없음
2023-01-04,수,1,1,육류,돼지고기,20,9780,0,9780.0,195600.0,113810.32754957765,81789.67245042235,없음
2023-01-04,수,1,1,육류,닭고기,10,8419,0,8419.0,84190.0,40461.86087851319,43728.13912148681,없음
2023-01-04,수,1,1,육류,양고기,48,15357,0,15357.0,737136.0,478704.5564096135,258431.44359038648,없음
2023-01-04,수,1,1,육류,오리고기,34,16229,26,12009.46,408321.63999999996,179745.05135978208,228576.58864021787,할인 프로모션
2023-01-04,수,1,1,해산물,연어,43,7673,0,7673.0,329939.0,211660.2897670012,118278.7102329988,없음
2023-01-04,수,1,1,해산물,참치,50,9949,0,9949.0,497450.0,289727.99022638326,207722.00977361674,없음
2023-01-04,수,1,1,해산물,새우,34,13209,0,13209.0,449106.0,226563.4859318899,222542.5140681101,없음
2023-01-04,수,1,1,해산물,오징어,71,7637,0,7637.0,542227.0,318084.46156133775,224142.53843866225,없음
2023-01-04,수,1,1,해산물,조개,49,9327,0,9327.0,457023.0,298265.7434298287,158757.25657017127,1+1 이벤트
2023-01-04,수,1,1,해산물,게,33,13785,0,13785.0,454905.0,266684.2829616094,188220.71703839058,없음
2023-01-04,수,1,1,유제품,우유,11,5323,0,5323.0,58553.0,29421.065198558626,29131.934801441374,없음
2023-01-04,수,1,1,유제품,치즈,27,4945,0,4945.0,133515.0,81350.72583064374,52164.27416935626,없음
2023-01-04,수,1,1,유제품,요거트,12,4766,0,4766.0,57192.0,37877.99173705014,19314.008262949857,없음
2023-01-04,수,1,1,유제품,버터,31,4622,0,4622.0,143282.0,59069.521122768085,84212.47887723192,없음
2023-01-04,수,1,1,유제품,크림,13,7024,0,7024.0,91312.0,51556.08769430407,39755.91230569593,없음
2023-01-04,수,1,1,베이커리,식빵,12,3593,0,3593.0,43116.0,18911.734782326235,24204.265217673765,없음
2023-01-04,수,1,1,베이커리,크로와상,28,3296,0,3296.0,92288.0,50236.383838000154,42051.616161999846,없음
2023-01-04,수,1,1,베이커리,베이글,35,3878,0,3878.0,135730.0,69654.70721869195,66075.29278130805,없음
2023-01-04,수,1,1,베이커리,머핀,29,5720,0,5720.0,165880.0,96074.94648535925,69805.05351464075,없음
2023-01-04,수,1,1,베이커리,케이크,28,1525,0,1525.0,42700.0,24999.84362330309,17700.15637669691,없음
2023-01-05,목,1,1,과일,사과,27,3713,0,3713.0,100251.0,41203.6583318956,59047.3416681044,없음
2023-01-05,목,1,1,과일,바나나,14,3410,0,3410.0,47740.0,26716.929335969853,21023.070664030147,없음
2023-01-05,목,1,1,과일,오렌지,21,4086,0,4086.0,85806.0,37021.92111104581,48784.07888895419,없음
2023-01-05,목,1,1,과일,딸기,37,2296,0,2296.0,84952.0,39369.67932711114,45582.32067288886,없음
2023-01-05,목,1,1,과일,포도,25,4596,0,4596.0,114900.0,66421.13187400806,48478.86812599194,없음
2023-01-05,목,1,1,과일,수박,11,2169,0,2169.0,23859.0,10165.749346043352,13693.250653956648,없음
2023-01-05,목,1,1,과일,멜론,27,4440,0,4440.0,119880.0,68252.18702328426,51627.81297671574,없음
2023-01-05,목,1,1,채소,양파,48,2261,0,2261.0,108528.0,51366.947776880406,57161.052223119594,없음
2023-01-05,목,1,1,채소,감자,13,2824,0,2824.0,36712.0,16368.32941532056,20343.67058467944,없음
2023-01-05,목,1,1,채소,당근,13,2897,0,2897.0,37661.0,17023.22689171873,20637.77310828127,포인트 적립
2023-01-05,목,1,1,채소,토마토,18,1563,0,1563.0,28134.0,17136.094134665072,10997.905865334928,없음
2023-01-05,목,1,1,채소,오이,31,2255,0,2255.0,69905.0,47201.162099823225,22703.837900176775,없음
2023-01-05,목,1,1,채소,상추,30,2521,28,1815.12,54453.6,35191.09869435102,19262.501305648977,할인 프로모션
2023-01-05,목,1,1,채소,시금치,11,1958,0,1958.0,21538.0,14033.617344801141,7504.382655198859,없음
2023-01-05,목,1,1,육류,소고기,13,15002,0,15002.0,195026.0,89683.11140332495,105342.88859667505,없음
2023-01-05,목,1,1,육류,돼지고기,24,11233,0,11233.0,269592.0,169932.96340589333,99659.03659410667,없음
2023-01-05,목,1,1,육류,닭고기,40,11988,0,11988.0,479520.0,268424.1854091409,211095.8145908591,없음
2023-01-05,목,1,1,육류,양고기,41,5260,0,5260.0,215660.0,90364.23383964713,125295.76616035287,없음
2023-01-05,목,1,1,육류,오리고기,12,13512,0,13512.0,162144.0,71610.48121949489,90533.51878050511,없음
2023-01-05,목,1,1,해산물,연어,24,13230,0,13230.0,317520.0,202668.83584600533,114851.16415399467,없음
2023-01-05,목,1,1,해산물,참치,100,3235,0,3235.0,323500.0,169046.70032943075,154453.29967056925,1+1 이벤트
2023-01-05,목,1,1,해산물,새우,38,12762,0,12762.0,484956.0,328768.56199991156,156187.43800008844,1+1 이벤트
2023-01-05,목,1,1,해산물,오징어,44,12064,0,12064.0,530816.0,331839.92890886735,198976.07109113265,없음
2023-01-05,목,1,1,해산물,조개,62,5898,23,4541.46,281570.52,156812.14909387854,124758.37090612148,할인 프로모션
2023-01-05,목,1,1,해산물,게,17,13641,0,13641.0,231897.0,149568.8880645421,82328.11193545791,없음
2023-01-05,목,1,1,유제품,우유,55,7484,0,7484.0,411620.0,256967.29192044455,154652.70807955545,없음
2023-01-05,목,1,1,유제품,치즈,22,4554,0,4554.0,100188.0,51613.588106081785,48574.411893918215,없음
2023-01-05,목,1,1,유제품,요거트,20,4610,0,4610.0,92200.0,40113.39980599335,52086.60019400665,없음
2023-01-05,목,1,1,유제품,버터,16,7067,0,7067.0,113072.0,50884.57414819155,62187.42585180845,없음
2023-01-05,목,1,1,유제품,크림,41,2422,0,2422.0,99302.0,63213.58408070551,36088.41591929449,없음
2023-01-05,목,1,1,베이커리,식빵,50,1950,0,1950.0,97500.0,43186.49357729274,54313.50642270726,없음
2023-01-05,목,1,1,베이커리,크로와상,14,2865,0,2865.0,40110.0,20160.269682298516,19949.730317701484,없음
2023-01-05,목,1,1,베이커리,베이글,44,4228,0,4228.0,186032.0,104542.20621301257,81489.79378698743,없음
2023-01-05,목,1,1,베이커리,머핀,41,5225,0,5225.0,214225.0,86474.26095019994,127750.73904980006,없음
2023-01-05,목,1,1,베이커리,케이크,40,3116,0,3116.0,124640.0,80771.66176943705,43868.33823056295,없음
2023-01-06,금,1,1,과일,사과,13,3070,0,3070.0,39910.0,21495.595487031198,18414.404512968802,없음
2023-01-06,금,1,1,과일,바나나,24,4281,0,4281.0,102744.0,59944.57618964924,42799.42381035076,1+1 이벤트
2023-01-06,금,1,1,과일,오렌지,55,1355,0,1355.0,74525.0,50350.964801444636,24174.035198555364,포인트 적립
2023-01-06,금,1,1,과일,딸기,20,4177,0,4177.0,83540.0,52744.98400644167,30795.01599355833,1+1 이벤트
2023-01-06,금,1,1,과일,포도,31,4100,0,4100.0,127100.0,54814.9368155555,72285.0631844445,없음
2023-01-06,금,1,1,과일,수박,35,2636,0,2636.0,92260.0,64162.434704879495,28097.565295120505,1+1 이벤트
2023-01-06,금,1,1,과일,멜론,42,2854,0,2854.0,119868.0,59146.86031278688,60721.13968721312,없음
2023-01-06,금,1,1,채소,양파,46,1832,0,1832.0,84272.0,42183.12258439501,42088.87741560499,없음
2023-01-06,금,1,1,채소,감자,33,1036,0,1036.0,34188.0,22531.78745738273,11656.212542617272,없음
2023-01-06,금,1,1,채소,당근,44,917,0,917.0,40348.0,27256.543372555276,13091.456627444724,없음
2023-01-06,금,1,1,채소,토마토,28,2379,0,2379.0,66612.0,32869.15526264857,33742.84473735143,없음
2023-01-06,금,1,1,채소,오이,40,2703,0,2703.0,108120.0,50146.51392089202,57973.48607910798,없음
2023-01-06,금,1,1,채소,상추,23,647,0,647.0,14881.0,7803.406475554551,7077.593524445449,시즌 특별전
2023-01-06,금,1,1,채소,시금치,32,826,0,826.0,26432.0,15293.965033341019,11138.034966658981,없음
2023-01-06,금,1,1,육류,소고기,21,5951,0,5951.0,124971.0,83657.62278170863,41313.37721829137,없음
2023-01-06,금,1,1,육류,돼지고기,43,14692,0,14692.0,631756.0,342171.7374924738,289584.2625075262,없음
2023-01-06,금,1,1,육류,닭고기,44,10490,0,10490.0,461560.0,247389.9983698899,214170.0016301101,없음
2023-01-06,금,1,1,육류,양고기,10,16485,0,16485.0,164850.0,93617.01258484791,71232.98741515209,없음
2023-01-06,금,1,1,육류,오리고기,14,13038,0,13038.0,182532.0,114260.2617496421,68271.7382503579,없음
2023-01-06,금,1,1,해산물,연어,26,6451,0,6451.0,167726.0,107382.36685168433,60343.63314831567,없음
2023-01-06,금,1,1,해산물,참치,77,14271,10,12843.9,988980.2999999999,559284.9533329081,429695.3466670918,할인 프로모션
2023-01-06,금,1,1,해산물,새우,16,11519,0,11519.0,184304.0,79477.88842822547,104826.11157177453,없음
2023-01-06,금,1,1,해산물,오징어,63,6054,0,6054.0,381402.0,235036.66696770594,146365.33303229406,없음
2023-01-06,금,1,1,해산물,조개,62,14383,0,14383.0,891746.0,572550.0178810371,319195.9821189629,없음
2023-01-06,금,1,1,해산물,게,34,9612,0,9612.0,326808.0,170566.87724467594,156241.12275532406,없음
2023-01-06,금,1,1,유제품,우유,22,3698,0,3698.0,81356.0,53242.492800441134,28113.507199558866,없음
2023-01-06,금,1,1,유제품,치즈,27,2013,0,2013.0,54351.0,36588.39756492572,17762.60243507428,없음
2023-01-06,금,1,1,유제품,요거트,12,2909,0,2909.0,34908.0,17765.301293791865,17142.698706208135,없음
2023-01-06,금,1,1,유제품,버터,27,2779,18,2278.78,61527.060000000005,32660.898937710117,28866.161062289888,할인 프로모션
2023-01-06,금,1,1,유제품,크림,82,6899,0,6899.0,565718.0,245675.13529275052,320042.86470724945,1+1 이벤트
2023-01-06,금,1,1,베이커리,식빵,45,5223,0,5223.0,235035.0,106854.46541187924,128180.53458812076,없음
2023-01-06,금,1,1,베이커리,크로와상,26,1236,0,1236.0,32136.0,16735.30446030977,15400.69553969023,없음
2023-01-06,금,1,1,베이커리,베이글,20,3051,0,3051.0,61020.0,26829.4483208603,34190.551679139695,없음
2023-01-06,금,1,1,베이커리,머핀,34,1074,0,1074.0,36516.0,23617.641843837202,12898.358156162798,없음
2023-01-06,금,1,1,베이커리,케이크,41,3081,26,2279.94,93477.54000000001,48755.494307559544,44722.045692440464,할인 프로모션
2023-01-07,토,1,1,과일,사과,60,4945,15,4203.25,252195.0,156273.98692934497,95921.01307065503,할인 프로모션
2023-01-07,토,1,1,과일,바나나,47,1454,0,1454.0,68338.0,39088.53736480716,29249.46263519284,없음
2023-01-07,토,1,1,과일,오렌지,25,3681,0,3681.0,92025.0,48461.360514045606,43563.639485954394,없음
2023-01-07,토,1,1,과일,딸기,12,3866,0,3866.0,46392.0,19814.073682534916,26577.926317465084,없음
2023-01-07,토,1,1,과일,포도,41,3058,0,3058.0,125378.0,63529.26015348272,61848.73984651728,없음
2023-01-07,토,1,1,과일,수박,58,1054,0,1054.0,61132.0,36624.26370428482,24507.736295715178,없음
2023-01-07,토,1,1,과일,멜론,28,4619,0,4619.0,129332.0,72678.48388452633,56653.51611547367,없음
2023-01-07,토,1,1,채소,양파,29,864,0,864.0,25056.0,11185.03954859111,13870.96045140889,없음
2023-01-07,토,1,1,채소,감자,19,2843,0,2843.0,54017.0,33407.171613155006,20609.828386844994,없음
2023-01-07,토,1,1,채소,당근,45,524,0,524.0,23580.0,11175.047983133441,12404.952016866559,없음
2023-01-07,토,1,1,채소,토마토,12,1958,0,1958.0,23496.0,11316.69664330656,12179.30335669344,없음
2023-01-07,토,1,1,채소,오이,51,1540,0,1540.0,78540.0,53805.49253072574,24734.507469274256,없음
2023-01-07,토,1,1,채소,상추,31,2299,0,2299.0,71269.0,42168.78512301625,29100.21487698375,없음
2023-01-07,토,1,1,채소,시금치,36,1209,0,1209.0,43524.0,30213.18739531014,13310.812604689861,없음
2023-01-07,토,1,1,육류,소고기,31,8993,0,8993.0,278783.0,115828.41013032055,162954.58986967945,없음
2023-01-07,토,1,1,육류,돼지고기,49,9806,0,9806.0,480494.0,336252.60812611587,144241.39187388413,없음
2023-01-07,토,1,1,육류,닭고기,53,17045,0,17045.0,903385.0,394017.4869511031,509367.5130488969,없음
2023-01-07,토,1,1,육류,양고기,24,6521,0,6521.0,156504.0,82403.86298953924,74100.13701046076,없음
2023-01-07,토,1,1,육류,오리고기,56,14126,0,14126.0,791056.0,424435.6428729884,366620.3571270116,없음
2023-01-07,토,1,1,해산물,연어,84,10138,0,10138.0,851592.0,483877.2638987521,367714.7361012479,없음
2023-01-07,토,1,1,해산물,참치,88,7278,0,7278.0,640464.0,333903.11071351107,306560.88928648893,포인트 적립
2023-01-07,토,1,1,해산물,새우,82,8468,0,8468.0,694376.0,415581.6421555178,278794.3578444822,없음
2023-01-07,토,1,1,해산물,오징어,42,12323,0,12323.0,517566.0,243197.9710531018,274368.0289468982,없음
2023-01-07,토,1,1,해산물,조개,72,12996,0,12996.0,935712.0,522764.6470664612,412947.3529335388,포인트 적립
2023-01-07,토,1,1,해산물,게,97,12005,0,12005.0,1164485.0,588313.5945248854,576171.4054751146,1+1 이벤트
2023-01-07,토,1,1,유제품,우유,49,1771,0,1771.0,86779.0,57456.64788759289,29322.352112407112,없음
2023-01-07,토,1,1,유제품,치즈,23,5935,0,5935.0,136505.0,84807.10162351748,51697.898376482524,없음
2023-01-07,토,1,1,유제품,요거트,50,1875,0,1875.0,93750.0,45578.59664027105,48171.40335972895,없음
2023-01-07,토,1,1,유제품,버터,17,1931,0,1931.0,32827.0,13306.824296648132,19520.175703351866,없음
2023-01-07,토,1,1,유제품,크림,29,2463,0,2463.0,71427.0,33247.566134561384,38179.433865438616,없음
2023-01-07,토,1,1,베이커리,식빵,49,5805,0,5805.0,284445.0,197603.70100858613,86841.29899141387,없음
2023-01-07,토,1,1,베이커리,크로와상,44,5867,0,5867.0,258148.0,121200.87591061994,136947.12408938006,없음
