index,Date,Status,Fulfilment,ship-service-level,Style,SKU,Category,Size,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code,promotion-ids,Gender,Age Group
71,1/13/24,Shipped,SSG.com,Standard,골드 키위,FR-KWI-003,과일,6개입,Delivered,1,8900,일산동구,경기도,10300,FRUITPROMO5,F,50대
72,1/13/24,Shipped,Amazon,Expedited,유기농 오이,VG-CCB-003,채소,3개입,Delivered,2,4800,수원시,경기도,16400,VEGGIESALE,M,30대
73,1/14/24,Shipped,Coupang,Standard,체다 치즈,DP-CHS-005,유제품,200g,In Transit,1,7900,용산구,서울,4000,DAIRYPROMO,F,60대
74,1/14/24,Shipped,Market Kurly,Expedited,딸기,FR-STB-003,과일,400g,Delivered,3,12900,성동구,서울,4800,SUMMERFRUIT,M,30대
75,1/14/24,Shipped,SSG.com,Standard,양배추,VG-CBG-003,채소,1통,Delivered,1,3900,마포구,서울,4100,,F,40대
76,1/14/24,Shipped,Amazon,Priority,무가당 요구르트,DP-YGT-008,유제품,4개입,Delivered,2,6900,중구,서울,4500,DAIRYPROMO,M,50대
77,1/14/24,Shipped,Coupang,Standard,파인애플,FR-PNP-003,과일,1개,Delivered,1,6900,종로구,서울,3000,FRUITPROMO5,F,30대
78,1/15/24,Shipped,Market Kurly,Expedited,청경채,VG-BCH-003,채소,300g,In Transit,3,4900,은평구,서울,3400,VEGGIESALE,M,40대
79,1/15/24,Shipped,SSG.com,Standard,저지방 우유,DP-MLK-006,유제품,1L,Delivered,1,3500,동대문구,서울,2500,DAIRYPROMO,F,20대
80,1/15/24,Shipped,Amazon,Expedited,블루베리,FR-BBR-003,과일,200g,Delivered,2,9800,서대문구,서울,3600,SUMMERFRUIT,M,50대
81,1/15/24,Shipped,Coupang,Standard,방울토마토,VG-TOM-007,채소,300g,Delivered,1,4800,강북구,서울,1000,VEGGIESALE,F,30대
82,1/15/24,Shipped,Market Kurly,Priority,모짜렐라 치즈,DP-CHS-006,유제품,250g,Delivered,3,8500,도봉구,서울,1300,DAIRYPROMO,M,40대
83,1/16/24,Shipped,SSG.com,Standard,사과,FR-APL-003,과일,1kg,In Transit,1,6500,노원구,서울,1300,FRUITPROMO5,F,50대
84,1/16/24,Shipped,Amazon,Expedited,고구마,VG-SWP-003,채소,1kg,Delivered,2,5800,중랑구,서울,2100,VEGGIESALE,M,30대
85,1/16/24,Shipped,Coupang,Standard,연유,DP-CDM-003,유제품,300g,Delivered,1,4500,구로구,서울,8200,DAIRYPROMO,F,60대
86,1/16/24,Shipped,Market Kurly,Expedited,복숭아,FR-PCH-003,과일,5개입,Delivered,3,11700,금천구,서울,8500,FRUITPROMO5,M,30대
87,1/16/24,Shipped,SSG.com,Standard,샐러드 채소,VG-SLD-003,채소,300g,Delivered,1,4700,동작구,서울,7200,VEGGIESALE,F,40대
88,1/17/24,Shipped,Amazon,Priority,플레인 요거트,DP-YGT-009,유제품,400g,In Transit,2,5500,관악구,서울,8700,DAIRYPROMO,M,50대
89,1/17/24,Shipped,Coupang,Standard,수박,FR-WML-003,과일,1통,Delivered,1,12900,광진구,서울,5000,SUMMERFRUIT,F,30대
90,1/17/24,Shipped,Market Kurly,Expedited,양파,VG-ONI-003,채소,1kg,Delivered,3,3500,성북구,서울,2800,VEGGIESALE,M,40대
91,1/17/24,Shipped,SSG.com,Standard,유기농 바나나,FR-BNN-004,과일,500g,Delivered,1,5990,강동구,서울,5900,FRUITPROMO5,F,20대
92,1/17/24,Shipped,Amazon,Expedited,국산 방울토마토,VG-TOM-008,채소,200g,Delivered,2,3500,분당구,경기도,13500,,M,50대
93,1/18/24,Shipped,Coupang,Standard,순두부,DP-TFU-004,유제품,300g,In Transit,1,3000,일산동구,경기도,10300,FRESH10OFF,F,30대
94,1/18/24,Shipped,Market Kurly,Priority,아보카도,FR-AVC-004,과일,3개입,Delivered,3,6700,수원시,경기도,16400,FRUITPROMO5,M,40대
95,1/18/24,Shipped,SSG.com,Standard,유기농 당근,VG-CRT-004,채소,500g,Delivered,1,4200,용산구,서울,4000,VEGGIESALE,F,50대
96,1/18/24,Shipped,Amazon,Expedited,유기농 시금치,VG-SPN-004,채소,300g,Delivered,2,4900,성동구,서울,4800,VEGGIESALE,M,30대
97,1/18/24,Shipped,Coupang,Standard,신선 우유,DP-MLK-007,유제품,1L,Delivered,1,2900,마포구,서울,4100,DAIRYPROMO,F,60대
98,1/19/24,Shipped,Market Kurly,Expedited,태국 망고,FR-MNG-004,과일,2개입,In Transit,3,7200,중구,서울,4500,SUMMERFRUIT,M,30대
99,1/19/24,Shipped,SSG.com,Standard,브로콜리,VG-BRC-004,채소,300g,Delivered,1,3900,종로구,서울,3000,,F,40대
100,1/19/24,Shipped,Amazon,Priority,그릭 요거트,DP-YGT-010,유제품,500g,Delivered,2,7800,은평구,서울,3400,DAIRYPROMO,M,50대
101,1/19/24,Shipped,Coupang,Standard,골드 키위,FR-KWI-004,과일,6개입,Delivered,1,8900,동대문구,서울,2500,FRUITPROMO5,F,30대
102,1/19/24,Shipped,Market Kurly,Expedited,유기농 오이,VG-CCB-004,채소,3개입,Delivered,3,4800,서대문구,서울,3600,VEGGIESALE,M,40대
103,1/20/24,Shipped,SSG.com,Standard,체다 치즈,DP-CHS-007,유제품,200g,In Transit,1,7900,강북구,서울,1000,DAIRYPROMO,F,20대
104,1/20/24,Shipped,Amazon,Expedited,딸기,FR-STB-004,과일,400g,Delivered,2,12900,도봉구,서울,1300,SUMMERFRUIT,M,50대
105,1/20/24,Shipped,Coupang,Standard,양배추,VG-CBG-004,채소,1통,Delivered,1,3900,노원구,서울,1300,,F,30대
106,1/20/24,Shipped,Market Kurly,Priority,무가당 요구르트,DP-YGT-011,유제품,4개입,Delivered,3,6900,중랑구,서울,2100,DAIRYPROMO,M,40대
107,1/20/24,Shipped,SSG.com,Standard,파인애플,FR-PNP-004,과일,1개,Delivered,1,6900,구로구,서울,8200,FRUITPROMO5,F,50대
108,1/21/24,Shipped,Amazon,Expedited,청경채,VG-BCH-004,채소,300g,In Transit,2,4900,금천구,서울,8500,VEGGIESALE,M,30대
109,1/21/24,Shipped,Coupang,Standard,저지방 우유,DP-MLK-008,유제품,1L,Delivered,1,3500,동작구,서울,7200,DAIRYPROMO,F,60대
110,1/21/24,Shipped,Market Kurly,Expedited,블루베리,FR-BBR-004,과일,200g,Delivered,3,9800,관악구,서울,8700,SUMMERFRUIT,M,30대
111,1/21/24,Shipped,SSG.com,Standard,방울토마토,VG-TOM-009,채소,300g,Delivered,1,4800,광진구,서울,5000,VEGGIESALE,F,40대
112,1/21/24,Shipped,Amazon,Priority,모짜렐라 치즈,DP-CHS-008,유제품,250g,Delivered,2,8500,성북구,서울,2800,DAIRYPROMO,M,50대
113,1/22/24,Shipped,Coupang,Standard,사과,FR-APL-004,과일,1kg,In Transit,1,6500,강동구,서울,5900,FRUITPROMO5,F,30대
114,1/22/24,Shipped,Market Kurly,Expedited,고구마,VG-SWP-004,채소,1kg,Delivered,3,5800,분당구,경기도,13500,VEGGIESALE,M,40대
115,1/22/24,Shipped,SSG.com,Standard,연유,DP-CDM-004,유제품,300g,Delivered,1,4500,일산동구,경기도,10300,DAIRYPROMO,F,20대
116,1/22/24,Shipped,Amazon,Expedited,복숭아,FR-PCH-004,과일,5개입,Delivered,2,11700,수원시,경기도,16400,FRUITPROMO5,M,50대
117,1/22/24,Shipped,Coupang,Standard,샐러드 채소,VG-SLD-004,채소,300g,Delivered,1,4700,용산구,서울,4000,VEGGIESALE,F,30대
118,1/23/24,Shipped,Market Kurly,Priority,플레인 요거트,DP-YGT-012,유제품,400g,In Transit,3,5500,성동구,서울,4800,DAIRYPROMO,M,40대
119,1/23/24,Shipped,SSG.com,Standard,수박,FR-WML-004,과일,1통,Delivered,1,12900,마포구,서울,4100,SUMMERFRUIT,F,50대
120,1/23/24,Shipped,Amazon,Expedited,양파,VG-ONI-004,채소,1kg,Delivered,2,3500,중구,서울,4500,VEGGIESALE,M,30대
121,1/23/24,Shipped,Coupang,Standard,유기농 바나나,FR-BNN-005,과일,500g,Delivered,1,5990,종로구,서울,3000,FRUITPROMO5,F,60대
122,1/23/24,Shipped,Market Kurly,Expedited,국산 방울토마토,VG-TOM-010,채소,200g,Delivered,3,3500,은평구,서울,3400,,M,30대
123,1/24/24,Shipped,SSG.com,Standard,순두부,DP-TFU-005,유제품,300g,In Transit,1,3000,동대문구,서울,2500,FRESH10OFF,F,40대
124,1/24/24,Shipped,Amazon,Priority,아보카도,FR-AVC-005,과일,3개입,Delivered,2,6700,서대문구,서울,3600,FRUITPROMO5,M,50대
125,1/24/24,Shipped,Coupang,Standard,유기농 당근,VG-CRT-005,채소,500g,Delivered,1,4200,강북구,서울,1000,VEGGIESALE,F,30대
126,1/24/24,Shipped,Market Kurly,Expedited,유기농 시금치,VG-SPN-005,채소,300g,Delivered,3,4900,도봉구,서울,1300,VEGGIESALE,M,40대
127,1/24/24,Shipped,SSG.com,Standard,신선 우유,DP-MLK-009,유제품,1L,Delivered,1,2900,노원구,서울,1300,DAIRYPROMO,F,20대
128,1/25/24,Shipped,Amazon,Expedited,태국 망고,FR-MNG-005,과일,2개입,In Transit,2,7200,중랑구,서울,2100,SUMMERFRUIT,M,50대
129,1/25/24,Shipped,Coupang,Standard,브로콜리,VG-BRC-005,채소,300g,Delivered,1,3900,구로구,서울,8200,,F,30대
130,1/25/24,Shipped,Market Kurly,Priority,그릭 요거트,DP-YGT-013,유제품,500g,Delivered,3,7800,금천구,서울,8500,DAIRYPROMO,M,40대
131,1/25/24,Shipped,SSG.com,Standard,골드 키위,FR-KWI-005,과일,6개입,Delivered,1,8900,동작구,서울,7200,FRUITPROMO5,F,50대
132,1/25/24,Shipped,Amazon,Expedited,유기농 오이,VG-CCB-005,채소,3개입,Delivered,2,4800,관악구,서울,8700,VEGGIESALE,M,30대
133,1/26/24,Shipped,Coupang,Standard,체다 치즈,DP-CHS-009,유제품,200g,In Transit,1,7900,광진구,서울,5000,DAIRYPROMO,F,60대
134,1/26/24,Shipped,Market Kurly,Expedited,딸기,FR-STB-005,과일,400g,Delivered,3,12900,성북구,서울,2800,SUMMERFRUIT,M,30대
135,1/26/24,Shipped,SSG.com,Standard,양배추,VG-CBG-005,채소,1통,Delivered,1,3900,강동구,서울,5900,,F,40대
136,1/26/24,Shipped,Amazon,Priority,무가당 요구르트,DP-YGT-014,유제품,4개입,Delivered,2,6900,분당구,경기도,13500,DAIRYPROMO,M,50대
137,1/26/24,Shipped,Coupang,Standard,파인애플,FR-PNP-005,과일,1개,Delivered,1,6900,일산동구,경기도,10300,FRUITPROMO5,F,30대
138,1/27/24,Shipped,Market Kurly,Expedited,청경채,VG-BCH-005,채소,300g,In Transit,3,4900,수원시,경기도,16400,VEGGIESALE,M,40대
139,1/27/24,Shipped,SSG.com,Standard,저지방 우유,DP-MLK-010,유제품,1L,Delivered,1,3500,용산구,서울,4000,DAIRYPROMO,F,20대
140,1/27/24,Shipped,Amazon,Expedited,블루베리,FR-BBR-005,과일,200g,Delivered,2,9800,성동구,서울,4800,SUMMERFRUIT,M,50대
141,1/27/24,Shipped,Coupang,Standard,방울토마토,VG-TOM-011,채소,300g,Delivered,1,4800,마포구,서울,4100,VEGGIESALE,F,30대
142,1/27/24,Shipped,Market Kurly,Priority,모짜렐라 치즈,DP-CHS-010,유제품,250g,Delivered,3,8500,중구,서울,4500,DAIRYPROMO,M,40대
143,1/28/24,Shipped,SSG.com,Standard,사과,FR-APL-005,과일,1kg,In Transit,1,6500,종로구,서울,3000,FRUITPROMO5,F,50대
144,1/28/24,Shipped,Amazon,Expedited,고구마,VG-SWP-005,채소,1kg,Delivered,2,5800,은평구,서울,3400,VEGGIESALE,M,30대
145,1/28/24,Shipped,Coupang,Standard,연유,DP-CDM-005,유제품,300g,Delivered,1,4500,동대문구,서울,2500,DAIRYPROMO,F,60대
146,1/28/24,Shipped,Market Kurly,Expedited,복숭아,FR-PCH-005,과일,5개입,Delivered,3,11700,서대문구,서울,3600,FRUITPROMO5,M,30대
147,1/28/24,Shipped,SSG.com,Standard,샐러드 채소,VG-SLD-005,채소,300g,Delivered,1,4700,강북구,서울,1000,VEGGIESALE,F,40대
148,1/29/24,Shipped,Amazon,Priority,플레인 요거트,DP-YGT-015,유제품,400g,In Transit,2,5500,도봉구,서울,1300,DAIRYPROMO,M,50대
149,1/29/24,Shipped,Coupang,Standard,수박,FR-WML-005,과일,1통,Delivered,1,12900,노원구,서울,1300,SUMMERFRUIT,F,30대
150,1/29/24,Shipped,Market Kurly,Expedited,양파,VG-ONI-005,채소,1kg,Delivered,3,3500,중랑구,서울,2100,VEGGIESALE,M,40대
151,1/29/24,Shipped,SSG.com,Standard,유기농 바나나,FR-BNN-006,과일,500g,Delivered,1,5990,구로구,서울,8200,FRUITPROMO5,F,20대
152,1/29/24,Shipped,Amazon,Expedited,국산 방울토마토,VG-TOM-012,채소,200g,Delivered,2,3500,금천구,서울,8500,,M,50대
153,1/30/24,Shipped,Coupang,Standard,순두부,DP-TFU-006,유제품,300g,In Transit,1,3000,동작구,서울,7200,FRESH10OFF,F,30대
154,1/30/24,Shipped,Market Kurly,Priority,아보카도,FR-AVC-006,과일,3개입,Delivered,3,6700,관악구,서울,8700,FRUITPROMO5,M,40대
155,1/30/24,Shipped,SSG.com,Standard,유기농 당근,VG-CRT-006,채소,500g,Delivered,1,4200,광진구,서울,5000,VEGGIESALE,F,50대
156,1/30/24,Shipped,Amazon,Expedited,유기농 시금치,VG-SPN-006,채소,300g,Delivered,2,4900,성북구,서울,2800,VEGGIESALE,M,30대
157,1/30/24,Shipped,Coupang,Standard,신선 우유,DP-MLK-011,유제품,1L,Delivered,1,2900,강동구,서울,5900,DAIRYPROMO,F,60대
158,1/31/24,Shipped,Market Kurly,Expedited,태국 망고,FR-MNG-006,과일,2개입,In Transit,3,7200,분당구,경기도,13500,SUMMERFRUIT,M,30대
159,1/31/24,Shipped,SSG.com,Standard,브로콜리,VG-BRC-006,채소,300g,Delivered,1,3900,일산동구,경기도,10300,,F,40대
160,1/31/24,Shipped,Amazon,Priority,그릭 요거트,DP-YGT-016,유제품,500g,Delivered,2,7800,수원시,경기도,16400,DAIRYPROMO,M,50대
161,1/31/24,Shipped,Coupang,Standard,골드 키위,FR-KWI-006,과일,6개입,Delivered,1,8900,용산구,서울,4000,FRUITPROMO5,F,30대
162,1/31/24,Shipped,Market Kurly,Expedited,유기농 오이,VG-CCB-006,채소,3개입,Delivered,3,4800,성동구,서울,4800,VEGGIESALE,M,40대
163,2/1/24,Shipped,SSG.com,Standard,체다 치즈,DP-CHS-011,유제품,200g,In Transit,1,7900,마포구,서울,4100,DAIRYPROMO,F,20대
164,2/1/24,Shipped,Amazon,Expedited,딸기,FR-STB-006,과일,400g,Delivered,2,12900,중구,서울,4500,SUMMERFRUIT,M,50대
165,2/1/24,Shipped,Coupang,Standard,양배추,VG-CBG-006,채소,1통,Delivered,1,3900,종로구,서울,3000,,F,30대
166,2/1/24,Shipped,Market Kurly,Priority,무가당 요구르트,DP-YGT-017,유제품,4개입,Delivered,3,6900,은평구,서울,3400,DAIRYPROMO,M,40대
167,2/1/24,Shipped,SSG.com,Standard,파인애플,FR-PNP-006,과일,1개,Delivered,1,6900,동대문구,서울,2500,FRUITPROMO5,F,50대
168,2/2/24,Shipped,Amazon,Expedited,청경채,VG-BCH-006,채소,300g,In Transit,2,4900,서대문구,서울,3600,VEGGIESALE,M,30대
169,2/2/24,Shipped,Coupang,Standard,저지방 우유,DP-MLK-012,유제품,1L,Delivered,1,3500,강북구,서울,1000,DAIRYPROMO,F,60대
170,2/2/24,Shipped,Market Kurly,Expedited,블루베리,FR-BBR-006,과일,200g,Delivered,3,9800,도봉구,서울,1300,SUMMERFRUIT,M,30대
171,2/2/24,Shipped,SSG.com,Standard,방울토마토,VG-TOM-013,채소,300g,Delivered,1,4800,노원구,서울,1300,VEGGIESALE,F,40대
172,2/2/24,Shipped,Amazon,Priority,모짜렐라 치즈,DP-CHS-012,유제품,250g,Delivered,2,8500,중랑구,서울,2100,DAIRYPROMO,M,50대
173,2/3/24,Shipped,Coupang,Standard,사과,FR-APL-006,과일,1kg,In Transit,1,6500,구로구,서울,8200,FRUITPROMO5,F,30대
174,2/3/24,Shipped,Market Kurly,Expedited,고구마,VG-SWP-006,채소,1kg,Delivered,3,5800,금천구,서울,8500,VEGGIESALE,M,40대
175,2/3/24,Shipped,SSG.com,Standard,연유,DP-CDM-006,유제품,300g,Delivered,1,4500,동작구,서울,7200,DAIRYPROMO,F,20대
