index,Date,Status,Fulfilment,ship-service-level,Style,SKU,Category,Size,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code,promotion-ids,Gender,Age Group
87,2024-01-16,Shipped,SSG.com,Standard,샐러드 채소,VG-SLD-003,채소,300g,Delivered,1,4700,동작구,서울,7200,VEGGIESALE,F,40대
88,2024-01-17,Shipped,Amazon,Priority,플레인 요거트,DP-YGT-009,유제품,400g,In Transit,2,5500,관악구,서울,8700,DAIRYPROMO,M,50대
89,2024-01-17,Shipped,Coupang,Standard,수박,FR-WML-003,과일,1통,Delivered,1,12900,광진구,서울,5000,SUMMERFRUIT,F,30대
90,2024-01-17,Shipped,Market Kurly,Expedited,양파,VG-ONI-003,채소,1kg,Delivered,3,3500,성북구,서울,2800,VEGGIESALE,M,40대
91,2024-01-17,Shipped,SSG.com,Standard,유기농 바나나,FR-BNN-004,과일,500g,Delivered,1,5990,강동구,서울,5900,FRUITPROMO5,F,20대
92,2024-01-17,Shipped,Amazon,Expedited,국산 방울토마토,VG-TOM-008,채소,200g,Delivered,2,3500,분당구,경기도,13500,NO_PROMO,M,50대
93,2024-01-18,Shipped,Coupang,Standard,순두부,DP-TFU-004,유제품,300g,In Transit,1,3000,일산동구,경기도,10300,FRESH10OFF,F,30대
94,2024-01-18,Shipped,Market Kurly,Priority,아보카도,FR-AVC-004,과일,3개입,Delivered,3,6700,수원시,경기도,16400,FRUITPROMO5,M,40대
95,2024-01-18,Shipped,SSG.com,Standard,유기농 당근,VG-CRT-004,채소,500g,Delivered,1,4200,용산구,서울,4000,VEGGIESALE,F,50대
96,2024-01-18,Shipped,Amazon,Expedited,유기농 시금치,VG-SPN-004,채소,300g,Delivered,2,4900,성동구,서울,4800,VEGGIESALE,M,30대
97,2024-01-18,Shipped,Coupang,Standard,신선 우유,DP-MLK-007,유제품,1L,Delivered,1,2900,마포구,서울,4100,DAIRYPROMO,F,60대
98,2024-01-19,Shipped,Market Kurly,Expedited,태국 망고,FR-MNG-004,과일,2개입,In Transit,3,7200,중구,서울,4500,SUMMERFRUIT,M,30대
99,2024-01-19,Shipped,SSG.com,Standard,브로콜리,VG-BRC-004,채소,300g,Delivered,1,3900,종로구,서울,3000,NO_PROMO,F,40대
100,2024-01-19,Shipped,Amazon,Priority,그릭 요거트,DP-YGT-010,유제품,500g,Delivered,2,7800,은평구,서울,3400,DAIRYPROMO,M,50대
101,2024-01-19,Shipped,Coupang,Standard,골드 키위,FR-KWI-004,과일,6개입,Delivered,1,8900,동대문구,서울,2500,FRUITPROMO5,F,30대
102,2024-01-19,Shipped,Market Kurly,Expedited,유기농 오이,VG-CCB-004,채소,3개입,Delivered,3,4800,서대문구,서울,3600,VEGGIESALE,M,40대
103,2024-01-20,Shipped,SSG.com,Standard,체다 치즈,DP-CHS-007,유제품,200g,In Transit,1,7900,강북구,서울,1000,DAIRYPROMO,F,20대
104,2024-01-20,Shipped,Amazon,Expedited,딸기,FR-STB-004,과일,400g,Delivered,2,12900,도봉구,서울,1300,SUMMERFRUIT,M,50대
105,2024-01-20,Shipped,Coupang,Standard,양배추,VG-CBG-004,채소,1통,Delivered,1,3900,노원구,서울,1300,NO_PROMO,F,30대
106,2024-01-20,Shipped,Market Kurly,Priority,무가당 요구르트,DP-YGT-011,유제품,4개입,Delivered,3,6900,중랑구,서울,2100,DAIRYPROMO,M,40대
107,2024-01-20,Shipped,SSG.com,Standard,파인애플,FR-PNP-004,과일,1개,Delivered,1,6900,구로구,서울,8200,FRUITPROMO5,F,50대
108,2024-01-21,Shipped,Amazon,Expedited,청경채,VG-BCH-004,채소,300g,In Transit,2,4900,금천구,서울,8500,VEGGIESALE,M,30대
109,2024-01-21,Shipped,Coupang,Standard,저지방 우유,DP-MLK-008,유제품,1L,Delivered,1,3500,동작구,서울,7200,DAIRYPROMO,F,60대
110,2024-01-21,Shipped,Market Kurly,Expedited,블루베리,FR-BBR-004,과일,200g,Delivered,3,9800,관악구,서울,8700,SUMMERFRUIT,M,30대
111,2024-01-21,Shipped,SSG.com,Standard,방울토마토,VG-TOM-009,채소,300g,Delivered,1,4800,광진구,서울,5000,VEGGIESALE,F,40대
112,2024-01-21,Shipped,Amazon,Priority,모짜렐라 치즈,DP-CHS-008,유제품,250g,Delivered,2,8500,성북구,서울,2800,DAIRYPROMO,M,50대
113,2024-01-22,Shipped,Coupang,Standard,사과,FR-APL-004,과일,1kg,In Transit,1,6500,강동구,서울,5900,FRUITPROMO5,F,30대
114,2024-01-22,Shipped,Market Kurly,Expedited,고구마,VG-SWP-004,채소,1kg,Delivered,3,5800,분당구,경기도,13500,VEGGIESALE,M,40대
115,2024-01-22,Shipped,SSG.com,Standard,연유,DP-CDM-004,유제품,300g,Delivered,1,4500,일산동구,경기도,10300,DAIRYPROMO,F,20대
116,2024-01-22,Shipped,Amazon,Expedited,복숭아,FR-PCH-004,과일,5개입,Delivered,2,11700,수원시,경기도,16400,FRUITPROMO5,M,50대
117,2024-01-22,Shipped,Coupang,Standard,샐러드 채소,VG-SLD-004,채소,300g,Delivered,1,4700,용산구,서울,4000,VEGGIESALE,F,30대
118,2024-01-23,Shipped,Market Kurly,Priority,플레인 요거트,DP-YGT-012,유제품,400g,In Transit,3,5500,성동구,서울,4800,DAIRYPROMO,M,40대
119,2024-01-23,Shipped,SSG.com,Standard,수박,FR-WML-004,과일,1통,Delivered,1,12900,마포구,서울,4100,SUMMERFRUIT,F,50대
120,2024-01-23,Shipped,Amazon,Expedited,양파,VG-ONI-004,채소,1kg,Delivered,2,3500,중구,서울,4500,VEGGIESALE,M,30대
121,2024-01-23,Shipped,Coupang,Standard,유기농 바나나,FR-BNN-005,과일,500g,Delivered,1,5990,종로구,서울,3000,FRUITPROMO5,F,60대
122,2024-01-23,Shipped,Market Kurly,Expedited,국산 방울토마토,VG-TOM-010,채소,200g,Delivered,3,3500,은평구,서울,3400,NO_PROMO,M,30대
123,2024-01-24,Shipped,SSG.com,Standard,순두부,DP-TFU-005,유제품,300g,In Transit,1,3000,동대문구,서울,2500,FRESH10OFF,F,40대
124,2024-01-24,Shipped,Amazon,Priority,아보카도,FR-AVC-005,과일,3개입,Delivered,2,6700,서대문구,서울,3600,FRUITPROMO5,M,50대
125,2024-01-24,Shipped,Coupang,Standard,유기농 당근,VG-CRT-005,채소,500g,Delivered,1,4200,강북구,서울,1000,VEGGIESALE,F,30대
126,2024-01-24,Shipped,Market Kurly,Expedited,유기농 시금치,VG-SPN-005,채소,300g,Delivered,3,4900,도봉구,서울,1300,VEGGIESALE,M,40대
127,2024-01-24,Shipped,SSG.com,Standard,신선 우유,DP-MLK-009,유제품,1L,Delivered,1,2900,노원구,서울,1300,DAIRYPROMO,F,20대
128,2024-01-25,Shipped,Amazon,Expedited,태국 망고,FR-MNG-005,과일,2개입,In Transit,2,7200,중랑구,서울,2100,SUMMERFRUIT,M,50대
129,2024-01-25,Shipped,Coupang,Standard,브로콜리,VG-BRC-005,채소,300g,Delivered,1,3900,구로구,서울,8200,NO_PROMO,F,30대
130,2024-01-25,Shipped,Market Kurly,Priority,그릭 요거트,DP-YGT-013,유제품,500g,Delivered,3,7800,금천구,서울,8500,DAIRYPROMO,M,40대
131,2024-01-25,Shipped,SSG.com,Standard,골드 키위,FR-KWI-005,과일,6개입,Delivered,1,8900,동작구,서울,7200,FRUITPROMO5,F,50대
132,2024-01-25,Shipped,Amazon,Expedited,유기농 오이,VG-CCB-005,채소,3개입,Delivered,2,4800,관악구,서울,8700,VEGGIESALE,M,30대
133,2024-01-26,Shipped,Coupang,Standard,체다 치즈,DP-CHS-009,유제품,200g,In Transit,1,7900,광진구,서울,5000,DAIRYPROMO,F,60대
134,2024-01-26,Shipped,Market Kurly,Expedited,딸기,FR-STB-005,과일,400g,Delivered,3,12900,성북구,서울,2800,SUMMERFRUIT,M,30대
135,2024-01-26,Shipped,SSG.com,Standard,양배추,VG-CBG-005,채소,1통,Delivered,1,3900,강동구,서울,5900,NO_PROMO,F,40대
136,2024-01-26,Shipped,Amazon,Priority,무가당 요구르트,DP-YGT-014,유제품,4개입,Delivered,2,6900,분당구,경기도,13500,DAIRYPROMO,M,50대
137,2024-01-26,Shipped,Coupang,Standard,파인애플,FR-PNP-005,과일,1개,Delivered,1,6900,일산동구,경기도,10300,FRUITPROMO5,F,30대
138,2024-01-27,Shipped,Market Kurly,Expedited,청경채,VG-BCH-005,채소,300g,In Transit,3,4900,수원시,경기도,16400,VEGGIESALE,M,40대
139,2024-01-27,Shipped,SSG.com,Standard,저지방 우유,DP-MLK-010,유제품,1L,Delivered,1,3500,용산구,서울,4000,DAIRYPROMO,F,20대
140,2024-01-27,Shipped,Amazon,Expedited,블루베리,FR-BBR-005,과일,200g,Delivered,2,9800,성동구,서울,4800,SUMMERFRUIT,M,50대
141,2024-01-27,Shipped,Coupang,Standard,방울토마토,VG-TOM-011,채소,300g,Delivered,1,4800,마포구,서울,4100,VEGGIESALE,F,30대
142,2024-01-27,Shipped,Market Kurly,Priority,모짜렐라 치즈,DP-CHS-010,유제품,250g,Delivered,3,8500,중구,서울,4500,DAIRYPROMO,M,40대
143,2024-01-28,Shipped,SSG.com,Standard,사과,FR-APL-005,과일,1kg,In Transit,1,6500,종로구,서울,3000,FRUITPROMO5,F,50대
144,2024-01-28,Shipped,Amazon,Expedited,고구마,VG-SWP-005,채소,1kg,Delivered,2,5800,은평구,서울,3400,VEGGIESALE,M,30대
145,2024-01-28,Shipped,Coupang,Standard,연유,DP-CDM-005,유제품,300g,Delivered,1,4500,동대문구,서울,2500,DAIRYPROMO,F,60대
146,2024-01-28,Shipped,Market Kurly,Expedited,복숭아,FR-PCH-005,과일,5개입,Delivered,3,11700,서대문구,서울,3600,FRUITPROMO5,M,30대
147,2024-01-28,Shipped,SSG.com,Standard,샐러드 채소,VG-SLD-005,채소,300g,Delivered,1,4700,강북구,서울,1000,VEGGIESALE,F,40대
148,2024-01-29,Shipped,Amazon,Priority,플레인 요거트,DP-YGT-015,유제품,400g,In Transit,2,5500,도봉구,서울,1300,DAIRYPROMO,M,50대
149,2024-01-29,Shipped,Coupang,Standard,수박,FR-WML-005,과일,1통,Delivered,1,12900,노원구,서울,1300,SUMMERFRUIT,F,30대
150,2024-01-29,Shipped,Market Kurly,Expedited,양파,VG-ONI-005,채소,1kg,Delivered,3,3500,중랑구,서울,2100,VEGGIESALE,M,40대
151,2024-01-29,Shipped,SSG.com,Standard,유기농 바나나,FR-BNN-006,과일,500g,Delivered,1,5990,구로구,서울,8200,FRUITPROMO5,F,20대
152,2024-01-29,Shipped,Amazon,Expedited,국산 방울토마토,VG-TOM-012,채소,200g,Delivered,2,3500,금천구,서울,8500,NO_PROMO,M,50대
153,2024-01-30,Shipped,Coupang,Standard,순두부,DP-TFU-006,유제품,300g,In Transit,1,3000,동작구,서울,7200,FRESH10OFF,F,30대
154,2024-01-30,Shipped,Market Kurly,Priority,아보카도,FR-AVC-006,과일,3개입,Delivered,3,6700,관악구,서울,8700,FRUITPROMO5,M,40대
155,2024-01-30,Shipped,SSG.com,Standard,유기농 당근,VG-CRT-006,채소,500g,Delivered,1,4200,광진구,서울,5000,VEGGIESALE,F,50대
156,2024-01-30,Shipped,Amazon,Expedited,유기농 시금치,VG-SPN-006,채소,300g,Delivered,2,4900,성북구,서울,2800,VEGGIESALE,M,30대
157,2024-01-30,Shipped,Coupang,Standard,신선 우유,DP-MLK-011,유제품,1L,Delivered,1,2900,강동구,서울,5900,DAIRYPROMO,F,60대
158,2024-01-31,Shipped,Market Kurly,Expedited,태국 망고,FR-MNG-006,과일,2개입,In Transit,3,7200,분당구,경기도,13500,SUMMERFRUIT,M,30대
159,2024-01-31,Shipped,SSG.com,Standard,브로콜리,VG-BRC-006,채소,300g,Delivered,1,3900,일산동구,경기도,10300,NO_PROMO,F,40대
160,2024-01-31,Shipped,Amazon,Priority,그릭 요거트,DP-YGT-016,유제품,500g,Delivered,2,7800,수원시,경기도,16400,DAIRYPROMO,M,50대
161,2024-01-31,Shipped,Coupang,Standard,골드 키위,FR-KWI-006,과일,6개입,Delivered,1,8900,용산구,서울,4000,FRUITPROMO5,F,30대
162,2024-01-31,Shipped,Market Kurly,Expedited,유기농 오이,VG-CCB-006,채소,3개입,Delivered,3,4800,성동구,서울,4800,VEGGIESALE,M,40대
163,2024-02-01,Shipped,SSG.com,Standard,체다 치즈,DP-CHS-011,유제품,200g,In Transit,1,7900,마포구,서울,4100,DAIRYPROMO,F,20대
164,2024-02-01,Shipped,Amazon,Expedited,딸기,FR-STB-006,과일,400g,Delivered,2,12900,중구,서울,4500,SUMMERFRUIT,M,50대
165,2024-02-01,Shipped,Coupang,Standard,양배추,VG-CBG-006,채소,1통,Delivered,1,3900,종로구,서울,3000,NO_PROMO,F,30대
166,2024-02-01,Shipped,Market Kurly,Priority,무가당 요구르트,DP-YGT-017,유제품,4개입,Delivered,3,6900,은평구,서울,3400,DAIRYPROMO,M,40대
167,2024-02-01,Shipped,SSG.com,Standard,파인애플,FR-PNP-006,과일,1개,Delivered,1,6900,동대문구,서울,2500,FRUITPROMO5,F,50대
168,2024-02-02,Shipped,Amazon,Expedited,청경채,VG-BCH-006,채소,300g,In Transit,2,4900,서대문구,서울,3600,VEGGIESALE,M,30대
169,2024-02-02,Shipped,Coupang,Standard,저지방 우유,DP-MLK-012,유제품,1L,Delivered,1,3500,강북구,서울,1000,DAIRYPROMO,F,60대
170,2024-02-02,Shipped,Market Kurly,Expedited,블루베리,FR-BBR-006,과일,200g,Delivered,3,9800,도봉구,서울,1300,SUMMERFRUIT,M,30대
171,2024-02-02,Shipped,SSG.com,Standard,방울토마토,VG-TOM-013,채소,300g,Delivered,1,4800,노원구,서울,1300,VEGGIESALE,F,40대
