timestamp,page,user,click
2020-07-07 01:14:00,5,5,5
2020-07-07 01:15:00,4,5,6
2020-07-07 01:16:00,7,11,11
2020-07-07 01:17:00,3,3,3
2020-07-07 01:18:00,7,14,15
2020-07-07 01:19:00,5,7,7
2020-07-07 01:20:00,7,15,16
2020-07-07 01:21:00,7,10,10
2020-07-07 01:22:00,5,9,9
2020-07-07 01:23:00,9,19,19
2020-07-07 01:24:00,6,16,16
2020-07-07 01:25:00,4,6,6
2020-07-07 01:26:00,4,8,8
2020-07-07 01:27:00,3,5,5
2020-07-07 01:28:00,7,12,14
2020-07-07 01:29:00,5,10,10
2020-07-07 01:30:00,7,15,16
2020-07-07 01:31:00,6,16,16
2020-07-07 01:32:00,5,6,7
2020-07-07 01:33:00,5,11,11
2020-07-07 01:34:00,3,6,6
2020-07-07 01:35:00,6,13,13
2020-07-07 01:36:00,8,20,22
2020-07-07 01:37:00,5,6,6
2020-07-07 01:38:00,4,8,8
2020-07-07 01:39:00,4,7,7
2020-07-07 01:40:00,6,10,10
2020-07-07 01:41:00,6,14,14
2020-07-07 01:42:00,5,9,10
2020-07-07 01:43:00,5,8,8
2020-07-07 01:44:00,6,10,10
2020-07-07 01:45:00,5,9,9
2020-07-07 01:46:00,5,12,12
2020-07-07 01:47:00,8,14,15
2020-07-07 01:48:00,5,7,7
2020-07-07 01:49:00,5,7,8
2020-07-07 01:50:00,4,7,7
2020-07-07 01:51:00,5,10,10
2020-07-07 01:52:00,8,15,17
2020-07-07 01:53:00,5,9,9
2020-07-07 01:54:00,3,8,8
2020-07-07 01:55:00,5,14,15
2020-07-07 01:56:00,6,11,11
2020-07-07 01:57:00,5,9,9
2020-07-07 01:58:00,5,12,14
2020-07-07 01:59:00,9,14,15
2020-07-07 02:00:00,4,5,5
2020-07-07 02:01:00,7,16,17
2020-07-07 02:02:00,4,8,8
2020-07-07 02:03:00,4,5,5
2020-07-07 02:04:00,7,15,15
2020-07-07 02:05:00,6,12,13
2020-07-07 02:06:00,4,8,8
2020-07-07 02:07:00,7,16,16
2020-07-07 02:08:00,7,14,14
2020-07-07 02:09:00,3,8,8
2020-07-07 02:10:00,4,8,8
2020-07-07 02:11:00,2,6,6
2020-07-07 02:12:00,7,17,18
2020-07-07 02:13:00,7,14,15
2020-07-07 02:14:00,8,15,15
2020-07-07 02:15:00,7,13,14
2020-07-07 02:16:00,8,12,12
2020-07-07 02:17:00,5,7,7
2020-07-07 02:18:00,4,11,11
2020-07-07 02:19:00,7,12,13
2020-07-07 02:20:00,8,20,20
2020-07-07 02:21:00,7,15,15
2020-07-07 02:22:00,4,10,10
2020-07-07 02:23:00,9,18,18
2020-07-07 02:24:00,5,8,8
2020-07-07 02:25:00,7,12,12
2020-07-07 02:26:00,5,9,9
2020-07-07 02:27:00,6,11,12
2020-07-07 02:28:00,7,16,16
2020-07-07 02:29:00,5,11,11
2020-07-07 02:30:00,8,15,16
2020-07-07 02:31:00,6,8,8
2020-07-07 02:32:00,4,8,8
2020-07-07 02:33:00,6,14,14
2020-07-07 02:34:00,8,15,16
2020-07-07 02:35:00,5,8,8
2020-07-07 02:36:00,5,14,14
2020-07-07 02:37:00,7,14,14
2020-07-07 02:38:00,4,13,13
2020-07-07 02:39:00,4,8,8
2020-07-07 02:40:00,5,12,12
2020-07-07 02:41:00,5,11,11
2020-07-07 02:42:00,2,11,11
2020-07-07 02:43:00,8,14,14
2020-07-07 02:44:00,7,12,13
2020-07-07 02:45:00,6,16,16
2020-07-07 02:46:00,6,14,14
2020-07-07 02:47:00,6,8,8
2020-07-07 02:48:00,3,5,6
2020-07-07 02:49:00,5,11,11
2020-07-07 02:50:00,6,16,16
2020-07-07 02:51:00,8,16,17
2020-07-07 02:52:00,4,6,7
2020-07-07 02:53:00,4,9,9
2020-07-07 02:54:00,7,14,14
2020-07-07 02:55:00,6,17,17
2020-07-07 02:56:00,6,10,11
2020-07-07 02:57:00,5,16,16
2020-07-07 02:58:00,6,10,10
2020-07-07 02:59:00,9,14,14
2020-07-07 03:00:00,5,12,12
2020-07-07 03:01:00,6,17,18
2020-07-07 03:02:00,3,10,10
2020-07-07 03:03:00,6,12,13
2020-07-07 03:04:00,5,8,8
2020-07-07 03:05:00,5,11,12
2020-07-07 03:06:00,6,11,11
2020-07-07 03:07:00,3,6,7
2020-07-07 03:08:00,6,11,13
2020-07-07 03:09:00,5,11,11
2020-07-07 03:10:00,6,9,9
2020-07-07 03:11:00,7,12,12
2020-07-07 03:12:00,8,8,8
2020-07-07 03:13:00,4,8,8
2020-07-07 03:14:00,3,4,4
2020-07-07 03:15:00,5,10,10
2020-07-07 03:16:00,3,6,6
2020-07-07 03:17:00,7,13,13
2020-07-07 03:18:00,4,10,11
2020-07-07 03:19:00,4,7,7
2020-07-07 03:20:00,5,6,6
2020-07-07 03:21:00,3,6,6
2020-07-07 03:22:00,6,10,10
2020-07-07 03:23:00,6,7,7
2020-07-07 03:24:00,5,9,9
2020-07-07 03:25:00,6,9,9
2020-07-07 03:26:00,5,11,11
2020-07-07 03:27:00,8,13,13
2020-07-07 03:28:00,4,8,8
2020-07-07 03:29:00,4,9,10
2020-07-07 03:30:00,6,8,8
2020-07-07 03:31:00,7,11,11
2020-07-07 03:32:00,5,7,7
2020-07-07 03:33:00,4,11,11
2020-07-07 03:34:00,4,10,10
2020-07-07 03:35:00,6,13,14
2020-07-07 03:36:00,4,7,7
2020-07-07 03:37:00,6,11,11
2020-07-07 03:38:00,5,13,13
2020-07-07 03:39:00,6,10,10
2020-07-07 03:40:00,7,11,12
2020-07-07 03:41:00,9,12,13
2020-07-07 03:42:00,5,9,9
2020-07-07 03:43:00,4,13,13
2020-07-07 03:44:00,5,8,8
2020-07-07 03:45:00,6,10,10
2020-07-07 03:46:00,2,4,4
2020-07-07 03:47:00,6,14,14
2020-07-07 03:48:00,7,14,14
2020-07-07 03:49:00,7,11,12
2020-07-07 03:50:00,9,12,12
2020-07-07 03:51:00,8,12,12
2020-07-07 03:52:00,7,7,8
2020-07-07 03:53:00,6,9,9
2020-07-07 03:54:00,5,8,8
2020-07-07 03:55:00,4,7,7
2020-07-07 03:56:00,4,7,10
2020-07-07 03:57:00,4,10,11
2020-07-07 03:58:00,7,16,17
2020-07-07 03:59:00,4,7,7
2020-07-07 04:00:00,5,10,10
2020-07-07 04:01:00,7,9,9
2020-07-07 04:02:00,3,7,7
2020-07-07 04:03:00,7,14,15
2020-07-07 04:04:00,7,13,13
2020-07-07 04:05:00,7,13,13
2020-07-07 04:06:00,5,14,14
2020-07-07 04:07:00,5,12,12
2020-07-07 04:08:00,4,8,8
2020-07-07 04:09:00,4,7,9
2020-07-07 04:10:00,3,4,5
2020-07-07 04:11:00,4,9,9
2020-07-07 04:12:00,7,15,15
2020-07-07 04:13:00,7,12,12
2020-07-07 04:14:00,4,7,7
2020-07-07 04:15:00,5,10,11
2020-07-07 04:16:00,5,7,7
2020-07-07 04:17:00,7,8,9
2020-07-07 04:18:00,4,12,12
2020-07-07 04:19:00,7,11,11
2020-07-07 04:20:00,4,10,10
2020-07-07 04:21:00,7,8,9
2020-07-07 04:22:00,5,7,7
2020-07-07 04:23:00,4,7,7
2020-07-07 04:24:00,5,6,6
2020-07-07 04:25:00,3,6,6
2020-07-07 04:26:00,3,9,9
2020-07-07 04:27:00,7,12,12
2020-07-07 04:28:00,6,11,11
2020-07-07 04:29:00,7,10,11
2020-07-07 04:30:00,6,13,13
2020-07-07 04:31:00,6,12,13
2020-07-07 04:32:00,4,8,8
2020-07-07 04:33:00,6,14,14
2020-07-07 04:34:00,4,7,7
2020-07-07 04:35:00,5,8,9
2020-07-07 04:36:00,3,9,10
2020-07-07 04:37:00,7,14,14
2020-07-07 04:38:00,6,10,10
2020-07-07 04:39:00,6,9,9
2020-07-07 04:40:00,4,7,7
2020-07-07 04:41:00,4,7,7
2020-07-07 04:42:00,6,7,7
2020-07-07 04:43:00,6,8,8
2020-07-07 04:44:00,3,6,7
2020-07-07 04:45:00,6,11,11
2020-07-07 04:46:00,7,12,12
2020-07-07 04:47:00,6,11,11
2020-07-07 04:48:00,6,8,8
2020-07-07 04:49:00,6,14,14
2020-07-07 04:50:00,6,9,9
2020-07-07 04:51:00,4,9,9
2020-07-07 04:52:00,6,13,13
2020-07-07 04:53:00,6,12,13
2020-07-07 04:54:00,5,9,9
2020-07-07 04:55:00,5,7,7
2020-07-07 04:56:00,7,9,11
2020-07-07 04:57:00,4,5,5
2020-07-07 04:58:00,4,8,8
2020-07-07 04:59:00,5,8,8
2020-07-07 05:00:00,7,10,11
2020-07-07 05:01:00,7,10,10
2020-07-07 05:02:00,6,10,10
2020-07-07 05:03:00,6,11,12
2020-07-07 05:04:00,5,11,12
2020-07-07 05:05:00,5,10,10
2020-07-07 05:06:00,5,6,6
2020-07-07 05:07:00,5,11,11
2020-07-07 05:08:00,6,10,10
2020-07-07 05:09:00,3,7,7
2020-07-07 05:10:00,7,9,9
2020-07-07 05:11:00,6,9,9
2020-07-07 05:12:00,5,14,15
2020-07-07 05:13:00,5,14,15
2020-07-07 05:14:00,6,8,9
2020-07-07 05:15:00,4,11,11
2020-07-07 05:16:00,5,12,12
2020-07-07 05:17:00,5,10,10
2020-07-07 05:18:00,10,14,14
2020-07-07 05:19:00,6,13,13
2020-07-07 05:20:00,6,9,10
2020-07-07 05:21:00,6,9,10
2020-07-07 05:22:00,5,11,12
2020-07-07 05:23:00,4,5,5
2020-07-07 05:24:00,5,7,7
2020-07-07 05:25:00,7,9,11
2020-07-07 05:26:00,4,12,14
2020-07-07 05:27:00,7,8,8
2020-07-07 05:28:00,7,11,11
2020-07-07 05:29:00,5,13,13
2020-07-07 05:30:00,5,6,6
2020-07-07 05:31:00,1,4,4
2020-07-07 05:32:00,3,5,5
2020-07-07 05:33:00,4,14,14
2020-07-07 05:34:00,7,14,15
2020-07-07 05:35:00,4,6,7
2020-07-07 05:36:00,8,15,15
2020-07-07 05:37:00,5,11,11
2020-07-07 05:38:00,3,8,8
2020-07-07 05:39:00,5,9,9
2020-07-07 05:40:00,4,10,10
2020-07-07 05:41:00,6,9,9
2020-07-07 05:42:00,4,5,6
2020-07-07 05:43:00,7,15,15
2020-07-07 05:44:00,6,13,14
2020-07-07 05:45:00,8,16,18
2020-07-07 05:46:00,4,7,7
2020-07-07 05:47:00,5,7,7
2020-07-07 05:48:00,6,14,14
2020-07-07 05:49:00,4,9,9
2020-07-07 05:50:00,5,11,12
2020-07-07 05:51:00,7,12,13
2020-07-07 05:52:00,5,11,11
2020-07-07 05:53:00,7,12,12
2020-07-07 05:54:00,5,12,12
2020-07-07 05:55:00,5,11,11
2020-07-07 05:56:00,5,8,8
2020-07-07 05:57:00,8,13,13
2020-07-07 05:58:00,5,11,11
2020-07-07 05:59:00,3,5,7
2020-07-07 06:00:00,5,13,14
2020-07-07 06:01:00,11,19,19
2020-07-07 06:02:00,6,12,12
2020-07-07 06:03:00,5,9,9
2020-07-07 06:04:00,5,9,9
2020-07-07 06:05:00,6,11,11
2020-07-07 06:06:00,7,13,13
2020-07-07 06:07:00,8,11,11
2020-07-07 06:08:00,10,14,16
2020-07-07 06:09:00,3,7,7
2020-07-07 06:10:00,6,12,12
2020-07-07 06:11:00,5,9,10
2020-07-07 06:12:00,6,10,10
2020-07-07 06:13:00,8,15,15
2020-07-07 06:14:00,5,11,11
2020-07-07 06:15:00,6,11,11
2020-07-07 06:16:00,6,13,13
2020-07-07 06:17:00,7,15,15
2020-07-07 06:18:00,7,14,14
2020-07-07 06:19:00,6,18,19
2020-07-07 06:20:00,8,13,14
2020-07-07 06:21:00,6,11,11
2020-07-07 06:22:00,6,15,16
2020-07-07 06:23:00,3,11,11
2020-07-07 06:24:00,4,10,11
2020-07-07 06:25:00,6,13,15
2020-07-07 06:26:00,6,11,11
2020-07-07 06:27:00,4,10,10
2020-07-07 06:28:00,10,15,15
2020-07-07 06:29:00,6,9,10
2020-07-07 06:30:00,7,15,16
2020-07-07 06:31:00,1,2,2
2020-07-07 06:32:00,6,13,13
2020-07-07 06:33:00,7,15,17
2020-07-07 06:34:00,4,5,5
2020-07-07 06:35:00,8,13,13
2020-07-07 06:36:00,7,9,9
2020-07-07 06:37:00,8,14,14
2020-07-07 06:38:00,5,11,11
2020-07-07 06:39:00,5,7,7
2020-07-07 06:40:00,9,13,14
2020-07-07 06:41:00,4,6,6
2020-07-07 06:42:00,6,13,15
2020-07-07 06:43:00,5,12,13
2020-07-07 06:44:00,8,17,18
2020-07-07 06:45:00,8,13,13
2020-07-07 06:46:00,10,17,17
2020-07-07 06:47:00,4,11,11
2020-07-07 06:48:00,4,7,7
2020-07-07 06:49:00,6,17,18
2020-07-07 06:50:00,6,13,14
2020-07-07 06:51:00,8,13,13
2020-07-07 06:52:00,7,14,15
2020-07-07 06:53:00,7,17,17
2020-07-07 06:54:00,5,12,12
2020-07-07 06:55:00,7,13,13
2020-07-07 06:56:00,6,13,14
2020-07-07 06:57:00,6,10,11
2020-07-07 06:58:00,5,6,6
2020-07-07 06:59:00,6,13,13
2020-07-07 07:00:00,4,7,7
2020-07-07 07:01:00,6,9,9
2020-07-07 07:02:00,5,8,8
2020-07-07 07:03:00,4,9,9
2020-07-07 07:04:00,4,11,11
2020-07-07 07:05:00,6,9,11
2020-07-07 07:06:00,6,10,10
2020-07-07 07:07:00,5,5,5
2020-07-07 07:08:00,8,11,11
2020-07-07 07:09:00,5,15,18
2020-07-07 07:10:00,6,10,10
2020-07-07 07:11:00,8,12,12
2020-07-07 07:12:00,5,10,12
2020-07-07 07:13:00,5,15,15
2020-07-07 07:14:00,4,8,8
2020-07-07 07:15:00,5,9,9
2020-07-07 07:16:00,4,6,6
2020-07-07 07:17:00,5,13,13
2020-07-07 07:18:00,6,10,10
2020-07-07 07:19:00,6,12,12
2020-07-07 07:20:00,3,6,6
2020-07-07 07:21:00,5,6,6
2020-07-07 07:22:00,4,11,11
2020-07-07 07:23:00,4,5,5
2020-07-07 07:24:00,6,12,12
2020-07-07 07:25:00,2,4,4
2020-07-07 07:26:00,5,8,8
2020-07-07 07:27:00,6,8,8
2020-07-07 07:28:00,7,11,11
2020-07-07 07:29:00,4,8,8
2020-07-07 07:30:00,6,11,11
2020-07-07 07:31:00,7,9,9
2020-07-07 07:32:00,6,9,9
2020-07-07 07:33:00,3,10,10
2020-07-07 07:34:00,7,11,11
2020-07-07 07:35:00,9,13,13
2020-07-07 07:36:00,5,8,8
2020-07-07 07:37:00,6,10,10
2020-07-07 07:38:00,5,9,9
2020-07-07 07:39:00,5,10,10
2020-07-07 07:40:00,6,10,11
2020-07-07 07:41:00,4,9,10
2020-07-07 07:42:00,7,15,17
2020-07-07 07:43:00,11,14,14
2020-07-07 07:44:00,7,10,10
2020-07-07 07:45:00,5,11,12
2020-07-07 07:46:00,7,12,12
2020-07-07 07:47:00,4,7,8
2020-07-07 07:48:00,7,9,10
2020-07-07 07:49:00,8,14,14
2020-07-07 07:50:00,6,18,18
2020-07-07 07:51:00,3,9,9
2020-07-07 07:52:00,8,10,10
2020-07-07 07:53:00,6,10,10
2020-07-07 07:54:00,6,10,10
2020-07-07 07:55:00,5,10,10
2020-07-07 07:56:00,9,16,17
2020-07-07 07:57:00,5,14,16
2020-07-07 07:58:00,6,10,11
2020-07-07 07:59:00,5,7,7
2020-07-07 08:00:00,4,12,12
2020-07-07 08:01:00,8,10,10
2020-07-07 08:02:00,8,19,20
2020-07-07 08:03:00,4,11,12
2020-07-07 08:04:00,8,13,13
2020-07-07 08:05:00,10,14,14
2020-07-07 08:06:00,5,12,12
2020-07-07 08:07:00,8,13,14
2020-07-07 08:08:00,5,18,19
2020-07-07 08:09:00,6,10,11
2020-07-07 08:10:00,6,16,16
2020-07-07 08:11:00,7,13,13
2020-07-07 08:12:00,6,14,14
2020-07-07 08:13:00,8,14,15
2020-07-07 08:14:00,7,10,11
2020-07-07 08:15:00,6,11,12
2020-07-07 08:16:00,7,13,13
2020-07-07 08:17:00,5,11,11
2020-07-07 08:18:00,8,17,17
2020-07-07 08:19:00,6,11,12
2020-07-07 08:20:00,7,15,15
2020-07-07 08:21:00,5,11,11
2020-07-07 08:22:00,8,17,17
2020-07-07 08:23:00,5,11,13
2020-07-07 08:24:00,6,15,16
2020-07-07 08:25:00,5,11,12
2020-07-07 08:26:00,5,8,8
2020-07-07 08:27:00,7,16,16
2020-07-07 08:28:00,8,13,13
2020-07-07 08:29:00,7,9,9
2020-07-07 08:30:00,6,15,17
2020-07-07 08:31:00,4,7,7
2020-07-07 08:32:00,9,14,16
2020-07-07 08:33:00,8,16,17
2020-07-07 08:34:00,5,16,16
2020-07-07 08:35:00,9,15,15
2020-07-07 08:36:00,4,9,10
2020-07-07 08:37:00,8,12,14
2020-07-07 08:38:00,9,17,17
2020-07-07 08:39:00,9,15,16
2020-07-07 08:40:00,7,9,10
2020-07-07 08:41:00,7,23,24
2020-07-07 08:42:00,5,14,14
2020-07-07 08:43:00,5,7,7
2020-07-07 08:44:00,6,13,13
2020-07-07 08:45:00,8,17,19
2020-07-07 08:46:00,7,15,16
2020-07-07 08:47:00,6,8,9
2020-07-07 08:48:00,11,18,19
2020-07-07 08:49:00,10,16,16
2020-07-07 08:50:00,7,13,13
2020-07-07 08:51:00,5,14,15
2020-07-07 08:52:00,11,16,18
2020-07-07 08:53:00,5,13,14
2020-07-07 08:54:00,7,10,10
2020-07-07 08:55:00,9,16,17
2020-07-07 08:56:00,10,21,22
2020-07-07 08:57:00,6,11,11
2020-07-07 08:58:00,6,9,10
2020-07-07 08:59:00,6,10,10
2020-07-07 09:00:00,8,14,14
2020-07-07 09:01:00,9,18,18
2020-07-07 09:02:00,9,18,19
2020-07-07 09:03:00,8,12,12
2020-07-07 09:04:00,7,17,19
2020-07-07 09:05:00,10,27,28
2020-07-07 09:06:00,9,20,20
2020-07-07 09:07:00,5,12,12
2020-07-07 09:08:00,7,14,15
2020-07-07 09:09:00,7,16,16
2020-07-07 09:10:00,12,21,23
2020-07-07 09:11:00,6,13,13
2020-07-07 09:12:00,8,19,19
2020-07-07 09:13:00,6,17,17
2020-07-07 09:14:00,7,14,14
2020-07-07 09:15:00,12,16,19
2020-07-07 09:16:00,7,15,16
2020-07-07 09:17:00,9,22,22
2020-07-07 09:18:00,6,14,14
2020-07-07 09:19:00,5,12,12
2020-07-07 09:20:00,7,18,21
2020-07-07 09:21:00,8,21,24
2020-07-07 09:22:00,5,11,11
2020-07-07 09:23:00,10,20,22
2020-07-07 09:24:00,9,20,22
2020-07-07 09:25:00,8,17,18
2020-07-07 09:26:00,7,15,16
2020-07-07 09:27:00,8,20,21
2020-07-07 09:28:00,6,12,13
2020-07-07 09:29:00,9,23,25
2020-07-07 09:30:00,5,13,13
2020-07-07 09:31:00,8,21,24
2020-07-07 09:32:00,6,16,17
2020-07-07 09:33:00,6,18,20
2020-07-07 09:34:00,6,13,13
2020-07-07 09:35:00,9,20,20
2020-07-07 09:36:00,8,20,23
2020-07-07 09:37:00,6,21,22
2020-07-07 09:38:00,8,12,13
2020-07-07 09:39:00,10,20,21
2020-07-07 09:40:00,6,15,15
2020-07-07 09:41:00,7,23,23
2020-07-07 09:42:00,9,23,24
2020-07-07 09:43:00,5,11,11
2020-07-07 09:44:00,6,13,13
2020-07-07 09:45:00,9,18,21
2020-07-07 09:46:00,6,20,21
2020-07-07 09:47:00,7,15,15
2020-07-07 09:48:00,9,23,24
2020-07-07 09:49:00,6,15,15
2020-07-07 09:50:00,10,20,21
2020-07-07 09:51:00,8,17,17
2020-07-07 09:52:00,10,23,24
2020-07-07 09:53:00,5,12,12
2020-07-07 09:54:00,7,26,27
2020-07-07 09:55:00,7,15,15
2020-07-07 09:56:00,8,13,14
2020-07-07 09:57:00,7,13,13
2020-07-07 09:58:00,5,12,12
2020-07-07 09:59:00,7,18,18
2020-07-07 10:00:00,8,21,22
2020-07-07 10:01:00,9,18,19
2020-07-07 10:02:00,8,18,19
2020-07-07 10:03:00,7,17,17
2020-07-07 10:04:00,7,19,20
2020-07-07 10:05:00,8,24,26
2020-07-07 10:06:00,8,20,20
2020-07-07 10:07:00,11,18,19
2020-07-07 10:08:00,11,21,22
2020-07-07 10:09:00,8,14,14
2020-07-07 10:10:00,6,13,14
2020-07-07 10:11:00,5,19,19
2020-07-07 10:12:00,8,21,21
2020-07-07 10:13:00,7,25,25
2020-07-07 10:14:00,10,14,14
2020-07-07 10:15:00,7,15,15
2020-07-07 10:16:00,9,23,25
2020-07-07 10:17:00,12,23,26
2020-07-07 10:18:00,7,20,20
2020-07-07 10:19:00,6,20,22
2020-07-07 10:20:00,11,23,25
2020-07-07 10:21:00,9,21,23
2020-07-07 10:22:00,9,21,21
2020-07-07 10:23:00,11,25,25
2020-07-07 10:24:00,7,23,24
2020-07-07 10:25:00,7,16,16
2020-07-07 10:26:00,9,21,23
2020-07-07 10:27:00,9,18,19
2020-07-07 10:28:00,10,34,35
2020-07-07 10:29:00,8,19,19
2020-07-07 10:30:00,7,17,17
2020-07-07 10:31:00,9,26,26
2020-07-07 10:32:00,9,17,17
2020-07-07 10:33:00,9,22,23
2020-07-07 10:34:00,8,22,23
2020-07-07 10:35:00,9,22,24
2020-07-07 10:36:00,8,21,22
2020-07-07 10:37:00,7,18,18
2020-07-07 10:38:00,6,18,20
2020-07-07 10:39:00,9,26,26
2020-07-07 10:40:00,10,23,23
2020-07-07 10:41:00,11,25,30
2020-07-07 10:42:00,9,13,14
2020-07-07 10:43:00,4,17,17
2020-07-07 10:44:00,7,19,19
2020-07-07 10:45:00,10,18,18
2020-07-07 10:46:00,10,23,23
2020-07-07 10:47:00,9,22,22
2020-07-07 10:48:00,5,17,18
2020-07-07 10:49:00,11,25,26
2020-07-07 10:50:00,10,32,33
2020-07-07 10:51:00,10,23,24
2020-07-07 10:52:00,7,18,18
2020-07-07 10:53:00,4,10,10
2020-07-07 10:54:00,8,16,16
2020-07-07 10:55:00,7,21,21
2020-07-07 10:56:00,4,9,9
2020-07-07 10:57:00,6,18,18
2020-07-07 10:58:00,8,23,24
2020-07-07 10:59:00,8,18,18
2020-07-07 11:00:00,9,28,28
2020-07-07 11:01:00,10,34,41
2020-07-07 11:02:00,6,9,22
2020-07-07 11:03:00,12,11,36
2020-07-07 11:04:00,8,8,27
2020-07-07 11:05:00,9,8,21
2020-07-07 11:06:00,6,8,20
2020-07-07 11:07:00,9,3,24
2020-07-07 11:08:00,12,10,31
2020-07-07 11:09:00,10,12,31
2020-07-07 11:10:00,7,10,22
2020-07-07 11:11:00,11,7,27
2020-07-07 11:12:00,8,9,25
2020-07-07 11:13:00,8,11,31
2020-07-07 11:14:00,7,10,30
2020-07-07 11:15:00,10,12,30
2020-07-07 11:16:00,9,10,26
2020-07-07 11:17:00,9,5,28
2020-07-07 11:18:00,7,11,25
2020-07-07 11:19:00,7,8,23
2020-07-07 11:20:00,8,9,27
2020-07-07 11:21:00,8,5,31
2020-07-07 11:22:00,8,16,35
2020-07-07 11:23:00,8,11,30
2020-07-07 11:24:00,14,12,36
2020-07-07 11:25:00,10,8,35
2020-07-07 11:26:00,8,9,29
2020-07-07 11:27:00,8,11,38
2020-07-07 11:28:00,9,8,25
2020-07-07 11:29:00,9,7,28
2020-07-07 11:30:00,8,9,23
2020-07-07 11:31:00,8,11,31
2020-07-07 11:32:00,8,8,33
2020-07-07 11:33:00,6,7,24
2020-07-07 11:34:00,9,8,31
2020-07-07 11:35:00,10,8,26
2020-07-07 11:36:00,11,10,31
2020-07-07 11:37:00,10,9,34
2020-07-07 11:38:00,6,9,25
2020-07-07 11:39:00,9,6,28
2020-07-07 11:40:00,13,22,28
2020-07-07 11:41:00,8,32,34
2020-07-07 11:42:00,9,30,30
2020-07-07 11:43:00,9,20,22
2020-07-07 11:44:00,10,40,40
2020-07-07 11:45:00,9,23,24
2020-07-07 11:46:00,10,28,31
2020-07-07 11:47:00,8,25,27
2020-07-07 11:48:00,9,24,24
2020-07-07 11:49:00,10,20,22
2020-07-07 11:50:00,10,27,32
2020-07-07 11:51:00,8,36,38
2020-07-07 11:52:00,8,31,34
2020-07-07 11:53:00,10,37,38
2020-07-07 11:54:00,13,36,38
2020-07-07 11:55:00,11,29,30
2020-07-07 11:56:00,12,34,35
2020-07-07 11:57:00,11,30,35
2020-07-07 11:58:00,8,23,24
2020-07-07 11:59:00,7,19,22
2020-07-07 12:00:00,11,30,31
2020-07-07 12:01:00,12,29,29
2020-07-07 12:02:00,8,28,29
2020-07-07 12:03:00,12,28,29
2020-07-07 12:04:00,12,37,38
2020-07-07 12:05:00,11,38,40
2020-07-07 12:06:00,9,33,37
2020-07-07 12:07:00,14,35,36
2020-07-07 12:08:00,10,41,42
2020-07-07 12:09:00,9,37,40
2020-07-07 12:10:00,12,32,32
2020-07-07 12:11:00,9,29,30
2020-07-07 12:12:00,8,27,28
2020-07-07 12:13:00,11,31,32
2020-07-07 12:14:00,10,29,32
